scode,sname,trademarket,reportdate,frdate,fcdate,scdate,tcdate,radate,securitytypecode,trademarketcode
002280,联络互动,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002003
002284,亚太股份,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002003
300028,金亚科技,深交所创业板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002002
002269,美邦服饰,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002003
002256,兆新股份,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002003
002364,中恒电气,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,2018-08-07T00:00:00,-,-,2018-08-07T00:00:00,058001001,069001002003
002174,游族网络,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002003
002183,怡亚通,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002003
002159,三特索道,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002003
002164,宁波东力,深交所中小板,2018-06-30T00:00:00,2018-08-29T00:00:00,-,-,-,2018-08-29T00:00:00,058001001,069001002003
000158,常山北明,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000151,中成股份,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000065,北方国际,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,2018-07-31T00:00:00,-,-,2018-07-31T00:00:00,058001001,069001002001
002047,宝鹰股份,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002594,比亚迪,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
600403,大有能源,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600429,三元股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600487,亨通光电,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600475,华光股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600619,海立股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600610,*ST毅达,上交所风险警示板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001003
600605,汇通能源,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600595,中孚实业,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000587,金洲慈航,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600439,瑞贝卡,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600031,三一重工,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,2018-08-27T00:00:00,-,-,2018-08-27T00:00:00,058001001,069001001001
000833,粤桂股份,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000820,神雾节能,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600509,天富能源,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600488,天药股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600428,中远海特,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600418,江淮汽车,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600398,海澜之家,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600552,凯盛科技,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600999,招商证券,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000921,海信科龙,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600390,五矿资本,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600383,金地集团,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600376,首开股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600221,海航控股,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600219,南山铝业,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600213,亚星客车,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600212,江泉实业,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600210,紫江企业,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600208,新湖中宝,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600207,安彩高科,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600191,华资实业,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600185,格力地产,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000009,中国宝安,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000005,世纪星源,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600555,海航创新,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600295,鄂尔多斯,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600897,厦门空港,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600168,武汉控股,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600163,中闽能源,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600159,大龙地产,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000803,*ST金宇,深交所风险警示板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002005
600539,*ST狮头,上交所风险警示板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001003
600531,豫光金铅,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000585,*ST东电,深交所风险警示板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002005
000776,广发证券,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600830,香溢融通,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600825,新华传媒,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600808,马钢股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
300386,飞天诚信,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
002019,亿帆医药,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002016,世荣兆业,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002005,德豪润达,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002004,华邦健康,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
600157,永泰能源,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,2018-08-31T00:00:00,-,-,2018-08-31T00:00:00,058001001,069001001001
600701,*ST工新,上交所风险警示板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001003
600699,均胜电子,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,2018-08-23T00:00:00,-,-,2018-08-23T00:00:00,058001001,069001001001
600125,铁龙物流,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600121,郑州煤电,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600117,西宁特钢,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600100,同方股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600094,大名城,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600093,易见股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600803,新奥股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600767,ST运盛,上交所风险警示板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001003
600834,申通地铁,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600322,天房发展,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600756,浪潮软件,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000997,新大陆,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000996,中国中期,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000993,闽东电力,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000979,中弘股份,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000978,桂林旅游,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000969,安泰科技,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
002181,粤传媒,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
600405,动力源,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600594,益佰制药,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600284,浦东建设,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600493,凤竹纺织,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600387,海越能源,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600676,交运股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600662,强生控股,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600657,信达地产,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600643,爱建集团,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600642,申能股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600628,新世界,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600289,*ST信通,上交所风险警示板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001003
600285,羚锐制药,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600280,中央商场,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600258,首旅酒店,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600252,中恒集团,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,2018-08-24T00:00:00,-,-,2018-08-24T00:00:00,058001001,069001001001
600250,南纺股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600540,新赛股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600079,人福医药,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600075,新疆天业,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600061,国投资本,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600026,中远海能,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600000,浦发银行,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000408,藏格控股,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000402,金融街,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
601028,玉龙股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
002161,远望谷,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002156,通富微电,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002133,广宇集团,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
601872,招商轮船,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
002113,天润数娱,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002115,三维通信,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002112,三变科技,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002099,海翔药业,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002094,青岛金王,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
300049,福瑞股份,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
002074,国轩高科,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002082,万邦德,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002396,星网锐捷,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002308,威创股份,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002065,东华软件,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002071,长城影视,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002076,雪莱特,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002073,软控股份,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002145,中核钛白,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,2018-08-15T00:00:00,-,-,2018-08-15T00:00:00,058001001,069001002003
601001,大同煤业,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
002337,赛象科技,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002140,东华科技,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002061,浙江交科,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
601099,太平洋,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
300149,量子生物,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300269,联建光电,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
002153,石基信息,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
002332,仙琚制药,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
300077,国民技术,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300139,晓程科技,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
002281,光迅科技,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,2018-08-25T00:00:00,-,-,2018-08-25T00:00:00,058001001,069001002003
000528,柳工,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000524,岭南控股,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000520,长航凤凰,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000506,中润资源,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600861,北京城乡,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000659,珠海中富,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000638,万方发展,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000630,铜陵有色,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000623,吉林敖东,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000622,恒立实业,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000609,中迪投资,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000597,东北制药,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600855,航天长峰,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600854,春兰股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600848,上海临港,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600838,上海九百,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600018,上港集团,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000752,西藏发展,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000709,河钢股份,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000707,*ST双环,深交所风险警示板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002005
001696,宗申动力,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000685,中山公用,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000681,视觉中国,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600837,海通证券,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
601555,东吴证券,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
000564,供销大集,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000563,陕国投A,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000560,我爱我家,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000558,莱茵体育,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000555,神州信息,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000543,皖能电力,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000541,佛山照明,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
000875,吉电股份,深交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002001
600890,中房股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600738,兰州民百,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
600978,宜华生活,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,2018-08-31T00:00:00,-,-,2018-08-31T00:00:00,058001001,069001001001
002032,苏泊尔,深交所中小板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002003
300644,南京聚隆,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
603301,振德医疗,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
300740,御家汇,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300726,宏达电子,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300702,天宇股份,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300696,爱乐达,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300743,天地数码,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
600025,华能水电,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
300687,赛意信息,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300672,国科微,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300656,民德电子,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
300666,江丰电子,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
603813,原尚股份,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
300680,隆盛科技,深交所创业板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001002002
603683,晶华新材,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
603226,菲林格尔,上交所主板,2018-06-30T00:00:00,2018-08-30T00:00:00,-,-,-,2018-08-30T00:00:00,058001001,069001001001
