scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
600870,*ST厦华,A股,上交所风险警示板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.0124,-,19358577.71,593.4477,-89.2918,-6486190.13,-144.7236,-46.7568,-,-0.00598544,0.02254,6.6598,电子信息,不分配不转增,-,58001001,69001001003,2018-08-31T00:00:00
670,盈方微,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.057,-,75316259.83,-52.2953,30.3442,-46541733.21,-1041.7069,-68.4795,-13.34,0.39943235,-0.011448,9.2246,电子信息,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
669,金鸿控股,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.27,-,2047937481,25.1245,7.3001,181994315.2,5.3907,10.8898,4.32,6.32561399,0.51766,21.5088,公用事业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
657,中钨高新,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1171,-,3814999325,24.3649,18.1489,73627702.2,25.5255,-71.9132,2.35,5.04337193,-0.48799,19.7668,有色金属,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
652,泰达股份,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0288,-,6622150446,-11.2631,-18.4199,42569279.31,16.8834,525.0102,1.12,2.54423419,0.373324,3.3335,综合行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
651,格力电器,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,2.13,-,92004691582,31.3965,29.8654,12806200463,35.4797,29.435,17.8,13.01978778,1.485964,30.0265,家电行业,10派6.00元(含税),0.014778325,58001001,69001002001,2018-08-31T00:00:00
627,天茂集团,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.17,-,20158867067,-47.251,-72.3619,847509301.7,35.4245,50.471,4.43,3.82918818,2.33692,-,保险,"10派0.30元(含税,扣税后0.27元)",0.0048,58001001,69001002001,2018-08-31T00:00:00
626,远大控股,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.0621,-,31060383453,-36.0959,10.2434,-37188702.08,-115.0481,72.6273,-1.47,4.20076434,-2.409895,0.8954,国际贸易,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
616,海航投资,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.06,-,89580320.67,137.504,414.6304,-86771315.21,-324.9251,36.0819,-2.21,2.69884368,0.174568,13.9289,房地产,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
611,天首发展,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.0922,-,14088800.39,-52.7946,74.2092,-29678313.65,-254.1217,-132.9618,-5.9,1.51725398,0.282898,-14.2343,有色金属,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
610,西安旅游,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.0283,-,335838808.3,7.5148,108.9197,-6707135.58,7.7075,68.4817,-0.87,3.24410912,-0.245674,6.5297,旅游酒店,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
606,顺利办,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0784,-,330087542,46.2708,20.431,60051183.76,255.9177,-54.8528,2.16,3.68810383,-0.138316,29.1985,软件服务,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
601,韶能股份,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1888,-,1662575340,-7.6774,23.6882,203958502.8,-36.689,1.775,4.48,4.09228355,0.252047,23.6125,电力行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
593,大通燃气,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.027,-,306361095.7,36.9836,12.6011,9625597.54,3.1162,367.6095,0.87,3.13171795,0.077135,22.6351,公用事业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
600856,中天能源,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1336,-,2925509467,-14.6613,-21.2193,164423105,-39.6823,-76.5396,3.31,3.58161389,0.11138,22.1434,石油行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600853,龙建股份,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0358,-,2465657483,-18.0202,219.7041,21143766.23,11.3301,547.0363,1.7713,2.21123147,-1.08658,11.2023,工程建设,10派0.10元(含税),0.002247191,58001001,69001001001,2018-08-31T00:00:00
900924,上工B股,B股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1826,-,1494794413,-2.4644,13.1309,100161346.5,-20.4948,20.1771,4.5625,4.03606384,-0.105185,29.5923,机械行业,不分配不转增,-,58001002,69001001001,2018-08-31T00:00:00
600843,上工申贝,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1826,-,1494794413,-2.4644,13.1309,100161346.5,-20.4948,20.1771,4.5625,4.03606384,-0.105185,29.5923,机械行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
737,*ST南风,A股,深交所风险警示板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.2082,-,1034720971,10.1674,2.1969,-114234508.9,28.5919,-55.0337,-,-0.6650542,-0.099763,24.425,化工行业,不分配不转增,-,58001001,69001002005,2018-08-31T00:00:00
729,燕京啤酒,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.18,-,6374728801,0.5726,-5.6407,506663333.6,3.0617,735.6006,3.87,4.73882208,0.383434,42.4223,酿酒行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
712,锦龙股份,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.054,-,479592536.9,-6.0536,-49.1822,-48254164.63,-149.8803,-329.2509,-1.31,4.00163918,1.76143,-,多元金融,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
690,宝新能源,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.22,-,1958897117,47.6084,14.2292,487734372.4,82.538,560.1473,5.61,4.06675904,0.284973,35.9901,电力行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
680,山推股份,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0604,-,4603322507,32.1902,17.6331,74937658.11,33.6791,-21.7769,2.24,2.72277893,-0.168213,15.0304,机械行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
573,粤宏远A,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.0477,-,130308167.2,-59.0619,4.0605,-30822906.78,-144.2675,-54.0151,-1.85,2.56551088,0.113917,19.0972,房地产,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
567,海德股份,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1703,-,166233982.1,98.2966,-1.0578,50521656.68,34.9305,20.4948,2.31,9.2070592,-4.026912,-,多元金融,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
561,烽火电子,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.03,-,468632032.5,6.3258,65.3115,19847862.85,20.4714,303.7233,1.54,2.15115296,-0.01007,44.7188,通讯行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
552,靖远煤电,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1489,-,2193575780,13.0279,-16.0578,340198785.2,21.7365,-17.3833,4.66,3.09828863,0.067973,29.4401,煤炭采选,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
540,中天金融,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.6765,-,6561542697,-32.1065,-37.0691,4739073496,232.9743,477.4589,25.75,2.92038339,-0.555121,35.8797,房地产,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
539,粤电力A,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0855,-,13894985179,12.1876,39.052,448833518,248.6472,7611.3987,1.88,4.5096823,0.72292,12.1924,电力行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
200539,粤电力B,B股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0855,-,13894985179,12.1876,39.052,448833518,248.6472,7611.3987,1.88,4.5096823,0.72292,12.1924,电力行业,不分配不转增,-,58001002,69001002001,2018-08-31T00:00:00
885,城发环境,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.5794,-,929271628.2,-64.61,21.013,287589743.8,-24.8857,23.531,14.31,4.32852592,1.086007,59.8531,高速公路,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
882,华联股份,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1084,-,596429391.1,20.2324,-8.5424,296705962.3,1001.0157,4826.509,3.75,2.93992997,-0.00765,42.4201,商业百货,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
881,中广核技,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1088,-,2874633970,5.1004,16.8192,114852831.9,-20.5417,238.3323,2.12,5.13908046,0.093463,18.7372,综合行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
876,新希望,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.2,-,31642779556,6.2248,13.7057,846044679.2,-25.203,-59.8589,3.97,4.91786423,0.293902,8.1934,农牧饲渔,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
600747,ST大控,A股,上交所风险警示板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.01,-,765712592.5,450.2981,2832.3356,-14377253.73,24.5631,-437.4394,-0.74,1.35107719,-0.045851,1.9758,国际贸易,不分配不转增,-,58001001,69001001003,2018-08-31T00:00:00
600745,闻泰科技,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.28,-,5426444684,-31.2116,116.0603,-177308908.2,-201.4686,-109.9099,-5.14,5.25982026,-0.625644,8.1549,通讯行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600744,华银电力,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.01,-,4311735868,30.612,-25.0018,-18529031.25,95.9513,-260.5173,-0.62,1.66647248,0.650019,5.7581,电力行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600739,辽宁成大,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.2968,-,9121971325,42.6104,15.5046,454084335.1,-47.678,110.2011,2.25,13.12468314,-0.071018,11.8898,商业百货,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600978,宜华生活,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.25,-,3562982748,7.2851,46.3044,377895966.6,-19.5377,4.7406,4.64,5.56663312,0.15218,34.6419,木业家具,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
2024,苏宁易购,A股,深交所中小板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.6466,-,1.10678E+11,32.1598,23.0504,6003107000,1959.4132,5196.6819,7.57,8.58409319,-0.571656,14.43,商业百货,不分配不转增,-,58001001,69001002003,2018-08-31T00:00:00
2018,*ST华信,A股,深交所风险警示板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.3,-,826537010,-90.752,-82.6014,-680405195,-383.9786,-789.4194,-21.38,1.27522662,-0.03555,8.649,石油行业,不分配不转增,-,58001001,69001002005,2018-08-31T00:00:00
2013,中航机电,A股,深交所中小板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.08,-,5449749940,11.6785,79.7105,289280653.8,13.5334,2046.8293,3.29,2.33666172,-0.173961,22.7449,航天航空,不分配不转增,-,58001001,69001002003,2018-08-31T00:00:00
600157,永泰能源,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0271,-,10668967164,-8.6276,28.5285,336575916.9,32.1552,-134.0732,1.37,1.99484691,0.247656,25.4794,煤炭采选,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600152,维科技术,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1222,-,724119274.8,1.6836,55.4106,55653635.15,63.7665,1197.9237,3.99,3.16270913,-0.235369,16.7909,电子元件,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600149,ST坊展,A股,上交所风险警示板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.021,-,3164412.9,-65.842,1817.8395,-7894989.67,-44.0137,-74.4474,-3.94,0.51658792,-0.055931,-3.8155,国际贸易,不分配不转增,-,58001001,69001001003,2018-08-31T00:00:00
600139,西部资源,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.0103,-,172131000.8,42.3598,229.5023,-6811917.68,94.3841,176.3308,-1.66,0.61581908,0.056291,63.0708,汽车行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600707,彩虹股份,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.037,-,288999250.6,51.2907,8.9113,-133764636.8,-81.0067,-290.7534,-0.66,5.6502851,-0.056108,12.473,电子元件,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600705,中航资本,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.18,-,6624742067,35.5524,12.1386,1573597397,23.3641,-1.4052,6.67,2.66516951,-4.014268,45.3728,多元金融,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600690,青岛海尔,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.797,-,88591626626,14.1865,7.6926,4858795529,10.0055,45.3943,14.1,5.71322389,0.880438,28.9721,家电行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600689,上海三毛,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.008,-,649726273.4,13.5491,-14.7616,1611581.11,-95.3334,-134.3878,0.35,2.28655494,-0.190684,6.2397,纺织服装,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
900922,三毛B股,B股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.008,-,649726273.4,13.5491,-14.7616,1611581.11,-95.3334,-134.3878,0.35,2.28655494,-0.190684,6.2397,纺织服装,不分配不转增,-,58001002,69001001001,2018-08-31T00:00:00
600120,浙江东方,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.5,-,4285410210,18.6162,28.3226,435139173.6,13.6699,-9.7655,3.87,11.16441845,-0.745002,2.5149,国际贸易,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600119,长江投资,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.8877,-,614130740.9,-63.2628,21.9566,-272890418.6,-1993.1175,-42373.4572,-43.16,1.75487301,0.553837,12.213,交运物流,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600115,东方航空,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.16,-,54422000000,13.3319,3.4239,2283000000,-47.481,-84.8714,4.13,3.84599433,0.73526,12.1881,民航机场,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600104,上汽集团,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,1.625,-,4.64852E+11,17.2666,-5.3658,18981863414,18.9473,-4.4454,8.13,18.85851588,-2.828574,13.1302,汽车行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600098,广州发展,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1598,-,12400555269,20.5078,2.8624,435573276.1,21.8207,210.0851,2.68,5.94593444,0.159598,9.9417,电力行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600795,国电电力,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.091,-,31179051354,8.472,-4.5589,1874384364,5.7465,-44.2421,3.612,2.49680235,0.289363,21.3211,电力行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600787,中储股份,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0358,-,13903324321,11.2782,46.507,78839489.01,-19.7157,243.7933,0.7438,4.83648347,-0.277108,4.7066,交运物流,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600783,鲁信创投,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.32,-,98184710.56,-4.7853,14.9558,237729401.7,26.1666,669.4564,6.54,5.00355567,-0.106642,25.8224,综合行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600775,南京熊猫,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0558,-,1993629770,13.8192,-7.3278,51019460.71,13.6657,-7.4195,1.51,3.66656011,-0.145253,14.5381,通讯行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600833,第一医药,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.095,-,590981173.5,-27.8415,-11.4093,21198614.66,-13.5759,-15.8769,3.11,2.88714429,0.357198,19.4599,医药制造,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600350,山东高速,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.499,-,2591461991,-22.5632,25.5871,2399557389,88.6064,275.5917,8.72,5.85157035,0.280667,57.4559,高速公路,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600345,长江通信,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.73,-,69886450.35,-53.5484,5.1235,143842698.3,20.1461,27.5165,8.83,8.58530441,-0.185379,9.4509,通讯行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600331,宏达股份,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0064,-,2401107522,12.3161,51.2964,12927714.12,-89.6679,-82.196,0.26,2.43587641,0.134885,20.171,有色金属,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600319,亚星化学,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.052,-,1061516519,12.2562,9.9776,16371087.38,119.9019,-55.5349,40.12,0.15366929,0.313277,10.6357,化工行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600760,中航沈飞,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.07,-,6257307733,519.2744,158.4424,99747420.91,123.8694,647.4072,1.39,5.16620283,-1.804471,8.0435,航天航空,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
900934,锦江B股,B股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.5255,-,6939349148,10.3408,13.462,503408830.9,22.0522,18.4602,4.03,12.78504007,1.609631,89.8961,旅游酒店,不分配不转增,-,58001002,69001001001,2018-08-31T00:00:00
600754,锦江股份,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.5255,-,6939349148,10.3408,13.462,503408830.9,22.0522,18.4602,4.03,12.78504007,1.609631,89.8961,旅游酒店,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600753,东方银星,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.033,-,1120006268,1938.5505,-6.1745,4268190.36,108.92,-90.1455,2.61,1.29549743,-0.419961,1.1592,国际贸易,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
900938,海科B,B股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.0003,-,1.50154E+11,2.8267,0.5539,-830000,-103.3382,198.3883,-0.01,4.53040384,2.131946,6.4592,电子元件,不分配不转增,-,58001002,69001001001,2018-08-31T00:00:00
600751,海航科技,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.0003,-,1.50154E+11,2.8267,0.5539,-830000,-103.3382,198.3883,-0.01,4.53040384,2.131946,6.4592,软件服务,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
425,徐工机械,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.147,-,23943950792,65.811,22.0387,1104030145,100.6205,12.5332,4.73,3.15401239,0.277698,17.3369,机械行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
422,*ST宜化,A股,深交所风险警示板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.196,-,6237236551,-0.9225,61.9221,238214255.7,188.4281,261.4501,24.93,-0.19647555,-0.86962,18.7706,化肥行业,不分配不转增,-,58001001,69001002005,2018-08-31T00:00:00
600039,四川路桥,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.1324,-,15473829468,16.7205,113.6177,478055351.4,27.5162,216.441,3.59,3.69778884,-0.107627,9.4699,工程建设,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
988,华工科技,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.18,-,2741690895,34.9965,16.8513,180623191,2.5504,97.3257,3.4,5.34490054,-0.300724,23.7845,电子元件,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
982,*ST中绒,A股,深交所风险警示板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.2184,-,880188587,22.4463,-18.9238,-394135706.7,-27.0479,-37.5918,-23.05,0.84351983,-0.04383,4.4381,纺织服装,不分配不转增,-,58001001,69001002005,2018-08-31T00:00:00
981,银亿股份,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.17,-,5027723015,-19.6296,15.6993,683319776.6,8.3931,-42.1503,3.76,3.89164759,0.336145,30.6187,汽车行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
976,华铁股份,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.088,-,671092005.6,-5.1097,127.6526,140381041.6,3.4072,455.7,3.37,2.64752034,-0.173942,36.0993,化纤行业,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
971,高升控股,A股,深交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0276,-,422449507.9,0.8539,-10.9686,28104780.11,-65.8978,-39.0374,0.76,3.63255739,0.005319,24.2658,电子信息,不分配不转增,-,58001001,69001002001,2018-08-31T00:00:00
600300,维维股份,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.06,-,2742933942,13.131,-20.5209,96443307.47,-5.0833,-3.7795,3.49,1.65303761,-0.13088,25.2849,食品饮料,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600975,新五丰,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.09,-,746671789.3,-13.5771,-12.9713,-56093708.77,-236.3708,-983.421,-4.82,1.65786277,-0.095288,-0.7787,农牧饲渔,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600997,开滦股份,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.37,-,10017459827,10.6745,6.3888,582276654.1,156.9217,28.7514,6.09,6.13929077,0.881389,14.784,煤炭采选,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600967,内蒙一机,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.171,-,5082415016,10.9136,131.043,288906124.7,47.2773,278.5948,3.63,4.89089052,1.20139,11.4356,机械行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600960,渤海汽车,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.0811,-,1458539827,23.7965,6.7263,77120807.35,-35.9149,24.9701,1.7,4.77151647,-0.199453,18.407,汽车行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600668,尖峰集团,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.88,-,1503033496,15.0927,24.4935,301946359.7,25.5308,89.3741,10.79,8.5278359,0.648239,41.62,水泥建材,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600658,电子城,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.31,-,1165449472,293.1402,84.4015,346677876.8,386.5474,127.723,5.33,5.84694682,-3.242061,71.3959,房地产,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600654,ST中安,A股,上交所风险警示板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.07,-,2174678852,62.6622,-57.4685,-96156025.7,-36.2836,33.2634,-4.53,1.60793732,0.332652,12.7449,软件服务,不分配不转增,-,58001001,69001001003,2018-08-31T00:00:00
600653,申华控股,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.1136,-,3166983429,41.7653,4.2037,-221167593.8,-26.7531,26.9984,-13.02,0.81545625,-0.002555,5.2986,综合行业,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600652,游久游戏,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,0.02,-,60243892.49,-40.3337,-5.2657,16900164.4,-59.9171,-130.9741,0.98,2.0855987,-0.048686,54.2884,电子信息,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
600651,飞乐音响,A股,上交所主板,2018-08-31T00:00:00,2018-06-30T00:00:00,-0.415,-,1555114702,-40.6614,-3.488,-411114567.6,-463.1511,-7.8706,-13.038,2.93413034,-0.293735,30.6231,电子元件,不分配不转增,-,58001001,69001001001,2018-08-31T00:00:00
